id,customer_id,channel_id,channel_code,channel_name,enrolled_at,enrollment_method,enrolled_by,status,status_reason,status_updated_at,username,alias,two_factor_enabled,auth_method,last_login_at,failed_login_attempts,locked_until,daily_transaction_limit,per_transaction_limit,monthly_transaction_limit,cash_withdrawal_limit,transfer_limit,bill_payment_limit,max_transactions_per_day,ip_whitelist,geo_restriction_flag,ussd_pin_set,ussd_last_access,mobile_app_version,push_notifications_enabled,security_questions_set,password_last_changed,transaction_fee_profile_id,sms_alerts_enabled,email_alerts_enabled,suspicious_activity_flag,last_suspicious_activity_date,created_at,updated_at
CCE-000000065,CUST-000010,CH-002,CH-002,Online Banking,2025-11-09,branch_assisted,EMP-000007,active,In good standing.,2026-01-11,user_cust-000010_ch-002,CUST-000010-CH-002,True,biometric,2026-01-11,1,,2277.06,1015.46,113175.69,985.61,2661.49,3413.1,13,0.0.0.0/0,False,False,2025-11-19,n/a,False,False,2026-04-10,TFP-768,True,True,False,2025-12-10,2025-11-09,2026-02-03
CCE-000000066,CUST-000010,CH-003,CH-003,Mobile App,2025-11-30,branch_assisted,EMP-000007,active,In good standing.,2026-01-04,user_cust-000010_ch-003,CUST-000010-CH-003,True,biometric,2025-12-24,0,,3401.0,2435.54,86017.37,899.45,5484.43,1411.0,18,0.0.0.0/0,False,False,2026-02-04,4.1.0,True,True,2026-04-10,TFP-447,False,True,False,2026-01-23,2025-11-30,2026-01-21
CCE-000000067,CUST-000010,CH-004,CH-004,Email,2025-11-22,self_service,EMP-000007,active,In good standing.,2026-02-13,user_cust-000010_ch-004,CUST-000010-CH-004,False,otp_email,2026-02-07,1,,8894.68,1007.13,26645.48,1119.96,2603.99,6703.11,26,0.0.0.0/0,False,False,2025-12-21,n/a,False,True,2026-02-03,TFP-762,False,True,False,2026-05-01,2025-11-22,2026-02-24
CCE-000000068,CUST-000010,CH-005,CH-005,SMS,2025-11-22,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000010_ch-005,CUST-000010-CH-005,False,otp_sms,2026-05-01,1,,4090.58,1384.72,129618.06,1276.12,4366.42,10537.38,22,0.0.0.0/0,False,True,2026-01-04,n/a,False,True,2026-03-20,TFP-671,False,True,False,2026-05-01,2025-11-22,2026-05-01
CCE-000000069,CUST-000010,CH-006,CH-006,Call Center,2025-10-29,call_center,EMP-000007,active,In good standing.,2026-01-23,user_cust-000010_ch-006,CUST-000010-CH-006,False,otp_email,2025-12-12,3,2026-05-02,1948.56,2303.77,116287.45,1270.04,6762.13,5746.55,9,0.0.0.0/0,False,False,2025-11-13,n/a,False,True,2026-04-13,TFP-345,True,True,False,2026-03-20,2025-10-29,2026-01-23
CCE-000000070,CUST-000010,CH-007,CH-007,Operations Bridge,2025-10-21,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000010_ch-007,CUST-000010-CH-007,False,password,2026-05-01,1,,6647.08,799.03,53387.72,283.18,4058.76,4009.95,16,0.0.0.0/0,False,False,2025-11-02,n/a,False,True,2025-11-29,TFP-228,True,True,False,2026-03-03,2025-10-21,2026-05-01
CCE-000000071,CUST-000011,CH-001,CH-001,Branch Network,2025-08-16,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000011_ch-001,CUST-000011-CH-001,False,otp_sms,2026-05-01,2,,3820.27,1581.29,63451.24,1248.44,2024.79,6278.02,4,0.0.0.0/0,False,False,2025-12-11,n/a,False,False,2025-09-30,TFP-523,True,True,False,2025-12-21,2025-08-16,2026-05-01
CCE-000000072,CUST-000011,CH-002,CH-002,Online Banking,2025-08-10,branch_assisted,system_seed,active,In good standing.,2025-08-15,user_cust-000011_ch-002,CUST-000011-CH-002,True,otp_email,2025-06-27,0,,9008.32,633.71,115984.2,1122.9,4839.29,1070.66,8,0.0.0.0/0,False,False,2025-10-23,n/a,False,True,2026-01-29,TFP-970,False,True,False,2025-10-17,2025-08-10,2025-08-18
CCE-000000073,CUST-000011,CH-003,CH-003,Mobile App,2025-07-23,self_service,system_seed,inactive,Customer request,2026-05-01,user_cust-000011_ch-003,CUST-000011-CH-003,True,biometric,2026-05-01,1,,9472.76,2993.35,32965.27,603.93,854.48,7426.52,17,10.10.10.0/24,False,False,2025-10-12,4.0.1,False,True,2026-01-02,TFP-204,False,True,False,2026-01-09,2025-07-23,2026-05-01
CCE-000000074,CUST-000011,CH-004,CH-004,Email,2025-07-08,call_center,EMP-000001,active,In good standing.,2025-08-08,user_cust-000011_ch-004,CUST-000011-CH-004,False,otp_sms,2025-08-07,2,,2921.21,4100.63,125137.69,485.83,5223.17,7581.46,14,0.0.0.0/0,False,False,2025-07-09,n/a,False,False,2025-12-01,TFP-853,False,True,False,2026-03-03,2025-07-08,2025-08-17
CCE-000000075,CUST-000011,CH-005,CH-005,SMS,2025-07-12,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000011_ch-005,CUST-000011-CH-005,False,otp_email,2026-03-09,2,,5645.31,2991.98,76891.53,923.96,3697.77,8716.81,7,0.0.0.0/0,False,True,2025-08-03,n/a,False,True,2025-10-21,TFP-958,True,False,False,2026-02-20,2025-07-12,2026-05-01
CCE-000000076,CUST-000011,CH-006,CH-006,Call Center,2025-07-28,branch_assisted,EMP-000007,active,In good standing.,2025-11-08,user_cust-000011_ch-006,CUST-000011-CH-006,False,otp_sms,2025-09-29,0,,9466.45,507.76,46941.14,877.63,3530.92,7266.83,4,0.0.0.0/0,True,False,2025-10-06,n/a,False,True,2025-11-03,TFP-873,True,True,False,2025-08-28,2025-07-28,2025-11-13
CCE-000000077,CUST-000011,CH-007,CH-007,Operations Bridge,2025-08-10,branch_assisted,EMP-000001,active,In good standing.,2026-02-22,user_cust-000011_ch-007,CUST-000011-CH-007,False,otp_email,2026-02-07,2,,8338.17,1278.7,21940.26,1147.19,2902.58,4275.23,25,10.10.10.0/24,False,False,2025-10-30,n/a,False,True,2025-10-06,TFP-970,True,True,False,2026-02-01,2025-08-10,2026-03-09
CCE-000000078,CUST-000012,CH-001,CH-001,Branch Network,2025-01-17,branch_assisted,system_seed,active,In good standing.,2026-01-19,user_cust-000012_ch-001,CUST-000012-CH-001,False,biometric,2025-12-29,3,2026-05-02,8534.01,743.34,125413.0,362.87,3142.83,6944.95,21,10.10.10.0/24,False,False,2025-04-27,n/a,False,True,2025-02-28,TFP-363,True,True,False,2025-05-09,2025-01-17,2026-02-09
CCE-000000079,CUST-000012,CH-002,CH-002,Online Banking,2025-01-12,branch_assisted,EMP-000007,active,In good standing.,2025-01-30,user_cust-000012_ch-002,CUST-000012-CH-002,False,otp_sms,2024-12-28,3,2026-05-02,1854.92,364.67,22287.83,724.5,5050.69,5659.16,23,0.0.0.0/0,False,False,2025-02-23,n/a,False,True,2025-01-29,TFP-490,True,True,False,2025-11-25,2025-01-12,2025-02-22
CCE-000000080,CUST-000012,CH-003,CH-003,Mobile App,2025-02-10,branch_assisted,EMP-000007,active,In good standing.,2025-09-25,user_cust-000012_ch-003,CUST-000012-CH-003,True,password,2025-08-18,2,,6581.35,2968.63,45406.74,1284.13,4576.14,10686.35,27,0.0.0.0/0,False,False,2025-03-02,3.9.2,True,True,2025-06-28,TFP-108,True,True,False,2025-03-16,2025-02-10,2025-10-16
CCE-000000081,CUST-000012,CH-004,CH-004,Email,2025-01-10,branch_assisted,EMP-000007,active,In good standing.,2025-01-26,user_cust-000012_ch-004,CUST-000012-CH-004,False,otp_email,2025-01-05,1,,4020.06,3942.31,95100.16,844.41,3971.13,7780.02,18,10.10.10.0/24,False,False,2025-04-02,n/a,False,True,2025-04-29,TFP-417,True,True,False,2025-04-09,2025-01-10,2025-02-04
CCE-000000082,CUST-000012,CH-005,CH-005,SMS,2025-01-17,call_center,EMP-000007,active,In good standing.,2025-02-15,user_cust-000012_ch-005,CUST-000012-CH-005,False,biometric,2025-01-25,0,,9186.94,2985.43,103176.67,1245.14,2244.22,6543.1,11,10.10.10.0/24,True,True,2025-05-04,n/a,False,True,2025-05-23,TFP-262,True,True,True,2025-05-01,2025-01-17,2025-03-03
CCE-000000083,CUST-000012,CH-006,CH-006,Call Center,2024-12-30,branch_assisted,EMP-000001,active,In good standing.,2025-11-15,user_cust-000012_ch-006,CUST-000012-CH-006,False,password,2025-10-17,3,2026-05-02,6044.08,3497.79,27539.94,1023.3,5132.16,5637.35,19,0.0.0.0/0,False,False,2025-01-05,n/a,False,True,2025-02-24,TFP-874,False,True,False,2025-09-13,2024-12-30,2025-11-18
CCE-000000084,CUST-000012,CH-007,CH-007,Operations Bridge,2024-12-31,self_service,EMP-000001,active,In good standing.,2025-11-16,user_cust-000012_ch-007,CUST-000012-CH-007,False,biometric,2025-10-24,3,2026-05-02,4815.04,3263.59,75102.53,1051.82,757.5,2524.79,4,0.0.0.0/0,False,False,2025-03-12,n/a,False,False,2025-05-05,TFP-174,True,True,False,2025-08-09,2024-12-31,2025-12-10
CCE-000000085,CUST-000013,CH-001,CH-001,Branch Network,2026-02-08,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000013_ch-001,CUST-000013-CH-001,False,password,2026-05-01,1,,7498.2,3744.0,119025.57,372.42,6558.14,1832.35,24,0.0.0.0/0,False,False,2026-04-06,n/a,False,True,2026-05-01,TFP-714,True,True,False,2026-05-01,2026-02-08,2026-05-01
CCE-000000086,CUST-000013,CH-002,CH-002,Online Banking,2026-02-05,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000013_ch-002,CUST-000013-CH-002,True,password,2026-05-01,2,,8794.73,3675.44,88027.76,1075.94,7572.28,6563.37,6,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-838,False,True,False,2026-03-14,2026-02-05,2026-05-01
CCE-000000087,CUST-000013,CH-003,CH-003,Mobile App,2026-02-22,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000013_ch-003,CUST-000013-CH-003,True,password,2026-04-25,2,,4590.77,3695.94,116678.54,1120.05,6188.16,8881.11,6,0.0.0.0/0,False,False,2026-03-30,4.1.0,True,True,2026-05-01,TFP-303,True,True,False,2026-05-01,2026-02-22,2026-05-01
CCE-000000088,CUST-000013,CH-004,CH-004,Email,2026-02-16,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000013_ch-004,CUST-000013-CH-004,False,password,2026-05-01,2,,6545.21,3148.13,25836.21,461.01,4422.06,1347.01,18,0.0.0.0/0,False,False,2026-04-08,n/a,False,True,2026-04-12,TFP-251,True,True,False,2026-05-01,2026-02-16,2026-05-01
CCE-000000089,CUST-000013,CH-005,CH-005,SMS,2026-01-29,branch_assisted,system_seed,suspended,Customer request,2026-04-24,user_cust-000013_ch-005,CUST-000013-CH-005,False,biometric,2026-04-22,3,2026-05-02,8295.53,3015.86,124009.97,330.06,6160.5,1487.04,18,0.0.0.0/0,False,True,2026-03-11,n/a,False,True,2026-04-04,TFP-799,True,True,False,2026-05-01,2026-01-29,2026-04-26
CCE-000000090,CUST-000013,CH-006,CH-006,Call Center,2026-01-15,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000013_ch-006,CUST-000013-CH-006,False,otp_sms,2026-05-01,2,,6567.41,1636.15,111689.97,1087.54,6295.51,4806.23,4,0.0.0.0/0,False,False,2026-03-16,n/a,False,True,2026-03-30,TFP-737,True,True,False,2026-03-05,2026-01-15,2026-05-01
CCE-000000091,CUST-000013,CH-007,CH-007,Operations Bridge,2026-02-22,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000013_ch-007,CUST-000013-CH-007,False,biometric,2026-05-01,2,,9137.49,3097.72,85302.0,470.0,2284.44,10088.47,18,10.10.10.0/24,False,False,2026-03-20,n/a,False,True,2026-05-01,TFP-443,False,True,False,2026-05-01,2026-02-22,2026-05-01
CCE-000000092,CUST-000014,CH-001,CH-001,Branch Network,2025-05-21,self_service,EMP-000007,active,In good standing.,2025-12-28,user_cust-000014_ch-001,CUST-000014-CH-001,False,otp_sms,2025-11-07,1,,5079.39,3849.74,110109.66,367.69,4923.29,8928.09,22,0.0.0.0/0,True,False,2025-07-14,n/a,False,True,2025-07-08,TFP-353,True,True,False,2025-08-31,2025-05-21,2026-01-20
CCE-000000093,CUST-000014,CH-002,CH-002,Online Banking,2025-05-26,self_service,EMP-000007,active,In good standing.,2026-04-04,user_cust-000014_ch-002,CUST-000014-CH-002,False,otp_email,2026-04-01,2,,3461.88,3659.11,118093.36,887.23,7669.9,3235.61,6,0.0.0.0/0,False,False,2025-06-04,n/a,False,True,2025-11-08,TFP-149,True,True,False,2025-12-01,2025-05-26,2026-04-28
CCE-000000094,CUST-000014,CH-003,CH-003,Mobile App,2025-05-25,call_center,system_seed,active,In good standing.,2025-09-22,user_cust-000014_ch-003,CUST-000014-CH-003,False,otp_email,2025-07-30,0,,3772.19,3532.08,33353.09,305.84,7551.63,4869.36,7,0.0.0.0/0,False,False,2025-06-13,3.9.2,True,True,2025-11-05,TFP-363,False,True,False,2026-02-19,2025-05-25,2025-10-03
CCE-000000095,CUST-000014,CH-004,CH-004,Email,2025-06-14,self_service,EMP-000007,active,In good standing.,2026-03-02,user_cust-000014_ch-004,CUST-000014-CH-004,False,biometric,2026-01-10,0,,8982.75,4028.84,23378.85,653.71,4341.43,6257.83,15,0.0.0.0/0,False,False,2025-08-21,n/a,False,False,2025-10-07,TFP-639,True,False,False,2026-04-29,2025-06-14,2026-03-03
CCE-000000096,CUST-000014,CH-005,CH-005,SMS,2025-06-13,branch_assisted,system_seed,active,In good standing.,2025-09-05,user_cust-000014_ch-005,CUST-000014-CH-005,False,password,2025-07-31,1,,3904.61,3875.09,84199.25,993.62,5434.91,4740.57,26,10.10.10.0/24,False,False,2025-06-15,n/a,False,True,2025-11-30,TFP-727,False,False,False,2025-07-28,2025-06-13,2025-09-28
CCE-000000097,CUST-000014,CH-006,CH-006,Call Center,2025-06-14,self_service,system_seed,active,In good standing.,2026-02-25,user_cust-000014_ch-006,CUST-000014-CH-006,False,otp_email,2026-02-08,3,2026-05-02,6699.7,3427.56,114129.44,898.21,768.17,3766.8,23,0.0.0.0/0,False,False,2025-06-21,n/a,False,True,2025-11-22,TFP-177,False,True,False,2025-12-07,2025-06-14,2026-03-08
CCE-000000098,CUST-000014,CH-007,CH-007,Operations Bridge,2025-05-21,self_service,system_seed,active,In good standing.,2026-02-10,user_cust-000014_ch-007,CUST-000014-CH-007,False,otp_sms,2025-12-25,2,,3134.5,1936.59,37951.5,471.1,6678.5,4433.47,9,0.0.0.0/0,True,False,2025-08-26,n/a,False,True,2025-08-03,TFP-242,True,False,False,2025-07-22,2025-05-21,2026-03-01
CCE-000000099,CUST-000015,CH-001,CH-001,Branch Network,2026-04-08,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000015_ch-001,CUST-000015-CH-001,False,otp_sms,2026-05-01,2,,2066.3,3066.48,99382.71,484.91,7463.77,1240.87,13,0.0.0.0/0,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-867,True,False,False,2026-05-01,2026-04-08,2026-05-01
CCE-000000100,CUST-000015,CH-002,CH-002,Online Banking,2026-04-05,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000015_ch-002,CUST-000015-CH-002,True,password,2026-05-01,2,,7925.56,3989.93,127266.69,466.85,4671.45,6630.21,13,0.0.0.0/0,False,False,2026-04-26,n/a,False,False,2026-05-01,TFP-329,False,False,False,2026-05-01,2026-04-05,2026-05-01
CCE-000000101,CUST-000015,CH-003,CH-003,Mobile App,2026-04-06,branch_assisted,system_seed,inactive,Customer request,2026-05-01,user_cust-000015_ch-003,CUST-000015-CH-003,True,otp_email,2026-05-01,0,,7471.07,966.8,73783.27,1132.8,2900.76,2685.48,24,0.0.0.0/0,False,False,2026-04-08,4.1.0,True,True,2026-05-01,TFP-624,False,True,False,2026-05-01,2026-04-06,2026-05-01
CCE-000000102,CUST-000015,CH-004,CH-004,Email,2026-03-21,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000015_ch-004,CUST-000015-CH-004,False,otp_email,2026-05-01,3,2026-05-02,8259.42,366.03,62845.37,1293.77,4802.0,3750.82,8,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-555,True,True,False,2026-05-01,2026-03-21,2026-05-01
CCE-000000103,CUST-000015,CH-005,CH-005,SMS,2026-03-15,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000015_ch-005,CUST-000015-CH-005,False,otp_email,2026-05-01,3,2026-05-02,6336.7,2202.58,96732.33,1297.13,1204.26,6010.0,15,0.0.0.0/0,False,True,2026-05-01,n/a,False,True,2026-05-01,TFP-702,True,True,False,2026-05-01,2026-03-15,2026-05-01
CCE-000000104,CUST-000015,CH-006,CH-006,Call Center,2026-04-20,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000015_ch-006,CUST-000015-CH-006,False,password,2026-03-03,2,,6228.48,2586.3,91823.97,1237.79,4091.83,1497.03,13,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-372,True,True,False,2026-05-01,2026-04-20,2026-05-01
CCE-000000105,CUST-000015,CH-007,CH-007,Operations Bridge,2026-04-15,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000015_ch-007,CUST-000015-CH-007,False,otp_email,2026-05-01,0,,2738.37,2631.2,24795.32,284.64,3649.56,4460.48,6,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-545,True,True,False,2026-05-01,2026-04-15,2026-05-01
CCE-000000106,CUST-000016,CH-001,CH-001,Branch Network,2025-06-08,call_center,EMP-000007,suspended,Security review,2026-05-01,user_cust-000016_ch-001,CUST-000016-CH-001,False,biometric,2026-05-01,3,2026-05-02,5100.46,1354.54,27260.79,1242.38,5054.3,9696.75,18,0.0.0.0/0,False,False,2025-08-10,n/a,False,True,2025-08-14,TFP-417,False,False,False,2025-11-29,2025-06-08,2026-05-01
CCE-000000107,CUST-000016,CH-002,CH-002,Online Banking,2025-05-26,call_center,EMP-000007,active,In good standing.,2025-05-30,user_cust-000016_ch-002,CUST-000016-CH-002,True,otp_sms,2025-04-24,1,,2108.37,4099.03,102085.88,1245.66,2978.54,6209.98,12,0.0.0.0/0,False,False,2025-07-04,n/a,False,True,2025-06-28,TFP-257,True,True,False,2025-07-28,2025-05-26,2025-06-20
CCE-000000108,CUST-000016,CH-003,CH-003,Mobile App,2025-05-18,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000016_ch-003,CUST-000016-CH-003,True,biometric,2026-05-01,2,,7567.04,2388.73,22528.57,462.31,3198.9,10394.59,23,0.0.0.0/0,False,False,2025-06-05,4.0.1,True,True,2025-10-31,TFP-184,True,True,False,2025-06-21,2025-05-18,2026-05-01
CCE-000000109,CUST-000016,CH-004,CH-004,Email,2025-06-24,call_center,EMP-000007,suspended,Inactivity policy,2025-10-06,user_cust-000016_ch-004,CUST-000016-CH-004,False,otp_email,2025-08-13,3,2026-05-02,4015.64,1815.3,96808.38,266.64,7755.39,811.68,17,0.0.0.0/0,False,False,2025-08-27,n/a,False,True,2025-09-19,TFP-636,True,True,False,2025-09-20,2025-06-24,2025-10-18
CCE-000000110,CUST-000016,CH-005,CH-005,SMS,2025-06-22,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000016_ch-005,CUST-000016-CH-005,False,password,2026-03-26,1,,6474.84,2351.56,123028.64,420.91,2685.53,9582.49,11,0.0.0.0/0,False,True,2025-07-12,n/a,False,False,2025-09-09,TFP-653,False,False,False,2026-02-01,2025-06-22,2026-05-01
CCE-000000111,CUST-000016,CH-006,CH-006,Call Center,2025-06-07,self_service,EMP-000007,active,In good standing.,2025-08-26,user_cust-000016_ch-006,CUST-000016-CH-006,False,password,2025-07-07,1,,9039.44,2894.6,115690.9,695.97,3965.43,7795.22,22,10.10.10.0/24,False,False,2025-09-08,n/a,False,True,2025-11-16,TFP-992,True,True,False,2025-07-09,2025-06-07,2025-08-31
CCE-000000112,CUST-000016,CH-007,CH-007,Operations Bridge,2025-05-26,branch_assisted,EMP-000001,active,In good standing.,2025-06-09,user_cust-000016_ch-007,CUST-000016-CH-007,False,otp_email,2025-04-17,2,,9384.88,2188.48,107787.64,551.53,6560.37,9184.11,12,0.0.0.0/0,False,False,2025-06-26,n/a,False,True,2025-09-28,TFP-419,True,True,False,2026-02-04,2025-05-26,2025-06-17
CCE-000000113,CUST-000017,CH-001,CH-001,Branch Network,2026-05-03,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000017_ch-001,CUST-000017-CH-001,False,password,2026-05-01,1,,3021.91,3024.93,103544.63,803.41,7673.48,1100.76,8,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-597,True,True,False,2026-05-01,2026-05-03,2026-05-01
CCE-000000114,CUST-000017,CH-002,CH-002,Online Banking,2026-05-01,branch_assisted,EMP-000007,suspended,Security review,2026-05-01,user_cust-000017_ch-002,CUST-000017-CH-002,True,otp_email,2026-05-01,0,,2188.45,3443.23,28587.29,525.29,6349.12,10048.07,26,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-409,False,True,False,2026-05-01,2026-05-01,2026-05-01
CCE-000000115,CUST-000017,CH-003,CH-003,Mobile App,2026-05-25,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000017_ch-003,CUST-000017-CH-003,True,password,2026-05-01,2,,4636.88,2965.71,82380.7,1184.3,6031.14,1530.71,27,0.0.0.0/0,False,False,2026-05-01,3.9.2,True,True,2026-05-01,TFP-158,False,False,False,2026-05-01,2026-05-25,2026-05-01
CCE-000000116,CUST-000017,CH-004,CH-004,Email,2026-05-26,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000017_ch-004,CUST-000017-CH-004,False,otp_email,2026-05-01,3,2026-05-02,6917.98,3842.64,39336.04,582.95,4793.69,10996.51,7,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-460,True,True,False,2026-05-01,2026-05-26,2026-05-01
CCE-000000117,CUST-000017,CH-005,CH-005,SMS,2026-05-16,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000017_ch-005,CUST-000017-CH-005,False,biometric,2026-05-01,3,2026-05-02,8922.13,1773.51,31831.87,424.85,4109.96,1522.59,17,0.0.0.0/0,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-502,True,True,False,2026-05-01,2026-05-16,2026-05-01
CCE-000000118,CUST-000017,CH-006,CH-006,Call Center,2026-05-09,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000017_ch-006,CUST-000017-CH-006,False,otp_email,2026-05-01,2,,4522.89,3524.01,95044.51,927.18,5406.6,5882.98,10,10.10.10.0/24,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-930,False,True,False,2026-05-01,2026-05-09,2026-05-01
CCE-000000119,CUST-000017,CH-007,CH-007,Operations Bridge,2026-04-30,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000017_ch-007,CUST-000017-CH-007,False,biometric,2026-05-01,2,,9470.36,1645.47,43238.49,770.5,2174.39,6464.35,9,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-293,True,True,False,2026-05-01,2026-04-30,2026-05-01
CCE-000000120,CUST-000018,CH-001,CH-001,Branch Network,2024-12-04,self_service,system_seed,active,In good standing.,2025-09-09,user_cust-000018_ch-001,CUST-000018-CH-001,False,otp_email,2025-07-21,1,,6894.9,2642.65,46849.82,295.82,6748.96,5770.76,12,0.0.0.0/0,False,False,2025-03-28,n/a,False,True,2025-03-29,TFP-526,True,True,False,2025-01-07,2024-12-04,2025-09-25
CCE-000000121,CUST-000018,CH-002,CH-002,Online Banking,2025-01-03,call_center,EMP-000001,active,In good standing.,2025-06-24,user_cust-000018_ch-002,CUST-000018-CH-002,True,otp_email,2025-06-21,0,,7000.36,369.06,99326.5,738.06,6285.13,4748.25,6,0.0.0.0/0,True,False,2025-02-14,n/a,False,True,2025-04-26,TFP-470,True,True,False,2025-06-29,2025-01-03,2025-07-03
CCE-000000122,CUST-000018,CH-003,CH-003,Mobile App,2024-12-05,branch_assisted,EMP-000001,suspended,Inactivity policy,2025-08-27,user_cust-000018_ch-003,CUST-000018-CH-003,True,biometric,2025-07-19,1,,7844.9,3758.0,109261.32,1244.98,3916.61,7418.91,27,0.0.0.0/0,False,False,2024-12-26,4.1.0,True,True,2025-01-28,TFP-446,True,False,False,2025-10-06,2024-12-05,2025-09-16
